mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
16.8157783985,0.0107451438904,0.890863377676,0.999878777652,0.5,0.1,ls,4,auto,1,10,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",60,0.891962580904,0.999885902275,0.869071815338,0.99989199116,0.89355014556,0.99986509881,0.914848319811,0.999886514764,0.88495537973,0.999864381252,0.185154650095,0.000127079437621,0.0147892817315,1.16583618635e-05
8.86849942207,0.00637340545654,0.883302456723,0.998956224389,0.5,0.1,ls,4,auto,2,2,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",199,0.897202114501,0.998954490941,0.854400764301,0.999035066671,0.897801096792,0.998986378196,0.91295336851,0.998912509022,0.854206670665,0.998892677115,0.134673600383,0.000257300685475,0.0243471502561,5.11422559549e-05
17.8085198402,0.0105637550354,0.8820777159,0.999931716097,0.5,0.1,ls,4,auto,2,2,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",213,0.898142314379,0.999935560281,0.854808028903,0.999940442553,0.897310119277,0.999928152052,0.902024233964,0.999930946827,0.858142521212,0.999923478774,0.173489237495,0.000178606905298,0.020999539567,5.86645498804e-06
8.86219277382,0.0063220500946,0.880155083312,0.998954403109,0.5,0.1,ls,4,auto,2,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",249,0.890418091231,0.998882860679,0.842897642081,0.998938771081,0.899369476568,0.999029502706,0.912015633043,0.999057189965,0.856167657888,0.998863691112,0.204491702194,7.84256670357e-05,0.0262812355789,7.7196416255e-05
17.6269115925,0.0111299991608,0.879210600391,0.999923045292,0.5,0.1,ls,4,auto,2,5,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",268,0.891402864751,0.999919215315,0.84596418438,0.99992340941,0.894526442471,0.999924052784,0.903806344592,0.999925659694,0.860425766286,0.999922889256,0.165404976646,0.000349864901747,0.0221238313671,2.12959096912e-06
8.56910338402,0.00637516975403,0.885455644195,0.998744456025,0.5,0.1,ls,4,auto,2,10,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",156,0.889540524362,0.998637511614,0.862257840788,0.998838584084,0.89356189241,0.998818027346,0.916596122637,0.998893269696,0.865387747412,0.998534887384,0.23121589566,0.000512083383259,0.0199607157234,0.000135480229005
17.5365786552,0.010710144043,0.882829828778,0.999878952164,0.5,0.1,ls,4,auto,2,10,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",205,0.891502163372,0.99988090368,0.855963802233,0.999878179635,0.892587835558,0.999895024073,0.908572387943,0.999900448204,0.865585691653,0.999840205229,0.366847969407,0.00023790163264,0.0192480868602,2.11003137442e-05
1.24439578056,0.00831112861633,0.886427990284,0.999348234702,0.5,0.1,ls,5,sqrt,1,2,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 5}",134,0.909299266918,0.999374392672,0.838081141957,0.999375596501,0.879908231793,0.999257982097,0.91622731202,0.999383128108,0.888711845528,0.999350074132,0.0166359060973,0.000470291815046,0.0275712064877,4.64744522064e-05
2.42747702599,0.0145611763,0.891794977839,0.999965801925,0.5,0.1,ls,5,sqrt,1,2,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 5}",49,0.909996357701,0.999968362279,0.870345942947,0.999963445684,0.892931365927,0.999963791903,0.905876115262,0.999966413608,0.879836306171,0.999966996152,0.0228973662337,0.000243367193782,0.0150671438195,1.89461372392e-06
1.14781322479,0.00995697975159,0.878516486206,0.999098422362,0.5,0.1,ls,5,sqrt,1,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 5}",281,0.903140689969,0.999216324003,0.855888039399,0.999051822448,0.867337666064,0.999013980775,0.912903626324,0.99912423784,0.853305527352,0.999085746745,0.00270732451643,0.00221032008475,0.0247429435272,6.93250901101e-05
